{'idx': 150, 'pred_ans': '35', 'GT': '4'}
{'idx': 308, 'pred_ans': '28', 'GT': '6'}
{'idx': 1239, 'pred_ans': '150', 'GT': '50'}
{'idx': 47, 'pred_ans': '250', 'GT': '800'}
{'idx': 830, 'pred_ans': '40', 'GT': '1128'}
{'idx': 639, 'pred_ans': '4', 'GT': '216'}
{'idx': 893, 'pred_ans': '70', 'GT': '480'}
{'idx': 450, 'pred_ans': '0', 'GT': '4'}
{'idx': 1026, 'pred_ans': '2400', 'GT': '43200'}
{'idx': 374, 'pred_ans': '15', 'GT': '45'}
{'idx': 413, 'pred_ans': '45000', 'GT': '25'}
{'idx': 818, 'pred_ans': '20', 'GT': '16'}
{'idx': 359, 'pred_ans': '5', 'GT': '4'}
{'idx': 757, 'pred_ans': '11', 'GT': '75'}
{'idx': 1215, 'pred_ans': '900', 'GT': '36'}
{'idx': 465, 'pred_ans': '2', 'GT': '30'}
{'idx': 725, 'pred_ans': '42', 'GT': '25'}
{'idx': 740, 'pred_ans': '30', 'GT': '25'}
{'idx': 1157, 'pred_ans': '2', 'GT': '3'}
{'idx': 1006, 'pred_ans': '6265', 'GT': '826'}
{'idx': 146, 'pred_ans': '2155', 'GT': '2125'}
{'idx': 1133, 'pred_ans': '0', 'GT': '50'}
{'idx': 298, 'pred_ans': '70', 'GT': '500'}
{'idx': 547, 'pred_ans': '246', 'GT': '81'}
{'idx': 810, 'pred_ans': '150', 'GT': '310'}
{'idx': 218, 'pred_ans': '26', 'GT': '45'}
{'idx': 437, 'pred_ans': '8', 'GT': '7'}
{'idx': 685, 'pred_ans': '2', 'GT': '14'}
{'idx': 510, 'pred_ans': '10', 'GT': '525'}
{'idx': 855, 'pred_ans': '180', 'GT': '13'}
{'idx': 487, 'pred_ans': '8', 'GT': '4'}
{'idx': 316, 'pred_ans': '2', 'GT': '156'}
{'idx': 186, 'pred_ans': '26', 'GT': '5'}
{'idx': 531, 'pred_ans': '5', 'GT': '66'}
{'idx': 143, 'pred_ans': '15', 'GT': '16'}
{'idx': 1277, 'pred_ans': '28', 'GT': '48'}
{'idx': 918, 'pred_ans': '40', 'GT': '56'}
{'idx': 1020, 'pred_ans': '40', 'GT': '22'}
{'idx': 835, 'pred_ans': '3', 'GT': '48'}
{'idx': 692, 'pred_ans': '28', 'GT': '32'}
{'idx': 343, 'pred_ans': '11000', 'GT': '180000'}
{'idx': 288, 'pred_ans': '27', 'GT': '3'}
{'idx': 946, 'pred_ans': '71', 'GT': '450'}
{'idx': 719, 'pred_ans': '325', 'GT': '175'}
{'idx': 724, 'pred_ans': '84', 'GT': '18'}
{'idx': 880, 'pred_ans': '40', 'GT': '10'}
{'idx': 338, 'pred_ans': '70', 'GT': '60'}
{'idx': 1075, 'pred_ans': '840', 'GT': '16'}
{'idx': 476, 'pred_ans': '19', 'GT': '5'}
{'idx': 390, 'pred_ans': '48', 'GT': '12'}
{'idx': 924, 'pred_ans': '4', 'GT': '12'}
{'idx': 1048, 'pred_ans': '9986', 'GT': '7400'}
{'idx': 1059, 'pred_ans': '12', 'GT': '2'}
{'idx': 682, 'pred_ans': '230', 'GT': '80'}
{'idx': 373, 'pred_ans': '960000', 'GT': '240000'}
{'idx': 628, 'pred_ans': '0', 'GT': '4'}
{'idx': 741, 'pred_ans': '9', 'GT': '28'}
{'idx': 514, 'pred_ans': '30000', 'GT': '90000'}
{'idx': 1273, 'pred_ans': '23', 'GT': '27'}
{'idx': 260, 'pred_ans': '6', 'GT': '11'}
{'idx': 1262, 'pred_ans': '10', 'GT': '12'}
{'idx': 649, 'pred_ans': '1', 'GT': '162000'}
{'idx': 1187, 'pred_ans': '60', 'GT': '5'}
{'idx': 498, 'pred_ans': '3', 'GT': '40'}
{'idx': 1208, 'pred_ans': '8', 'GT': '27'}
{'idx': 789, 'pred_ans': '3', 'GT': '4'}
{'idx': 1096, 'pred_ans': '480', 'GT': '240'}
{'idx': 629, 'pred_ans': '25000', 'GT': '17500'}
{'idx': 491, 'pred_ans': '64', 'GT': '16'}
{'idx': 154, 'pred_ans': '112', 'GT': '272'}
{'idx': 43, 'pred_ans': '1', 'GT': '48'}
{'idx': 829, 'pred_ans': '26000', 'GT': '14000'}
{'idx': 138, 'pred_ans': '560', 'GT': '105'}
{'idx': 12, 'pred_ans': '9', 'GT': '13'}
{'idx': 228, 'pred_ans': '4', 'GT': '1'}
{'idx': 623, 'pred_ans': '32', 'GT': '8'}
{'idx': 16, 'pred_ans': '460', 'GT': '230'}
{'idx': 1068, 'pred_ans': '12', 'GT': '24'}
{'idx': 975, 'pred_ans': '10', 'GT': '20'}
{'idx': 549, 'pred_ans': '798', 'GT': '398'}
{'idx': 672, 'pred_ans': '78', 'GT': '2'}
{'idx': 240, 'pred_ans': '27', 'GT': '21'}
{'idx': 402, 'pred_ans': '0', 'GT': '4'}
{'idx': 372, 'pred_ans': '3', 'GT': '5'}
{'idx': 1005, 'pred_ans': '150', 'GT': '1490'}
{'idx': 903, 'pred_ans': '70', 'GT': '16'}
{'idx': 376, 'pred_ans': '0', 'GT': '15'}
{'idx': 104, 'pred_ans': '667', 'GT': '500'}
{'idx': 396, 'pred_ans': '11', 'GT': '3'}
{'idx': 1088, 'pred_ans': '20', 'GT': '30'}
{'idx': 1140, 'pred_ans': '18', 'GT': '27'}
{'idx': 1085, 'pred_ans': '13', 'GT': '26'}
{'idx': 1174, 'pred_ans': '61', 'GT': '240'}
{'idx': 136, 'pred_ans': '4', 'GT': '6'}
{'idx': 1089, 'pred_ans': '27', 'GT': '32'}
{'idx': 1077, 'pred_ans': '1', 'GT': '145'}
{'idx': 1073, 'pred_ans': '4', 'GT': '21'}
{'idx': 614, 'pred_ans': '3120', 'GT': '312'}
{'idx': 645, 'pred_ans': '16', 'GT': '48'}
{'idx': 1110, 'pred_ans': '30', 'GT': '60'}
{'idx': 755, 'pred_ans': '49', 'GT': '7'}
{'idx': 590, 'pred_ans': '202', 'GT': '319'}
{'idx': 309, 'pred_ans': '2', 'GT': '8'}
{'idx': 1236, 'pred_ans': '60', 'GT': '84'}
{'idx': 1009, 'pred_ans': '16', 'GT': '1875'}
{'idx': 998, 'pred_ans': '6', 'GT': '50'}
{'idx': 125, 'pred_ans': '12', 'GT': '10'}
{'idx': 665, 'pred_ans': '131400', 'GT': '360'}
{'idx': 989, 'pred_ans': '90', 'GT': '45'}
{'idx': 1137, 'pred_ans': '4', 'GT': '68'}
{'idx': 1071, 'pred_ans': '9', 'GT': '251'}
{'idx': 137, 'pred_ans': '9', 'GT': '29'}
{'idx': 568, 'pred_ans': '325', 'GT': '175'}
{'idx': 1192, 'pred_ans': '9', 'GT': '280'}
{'idx': 229, 'pred_ans': '57', 'GT': '21'}
{'idx': 1055, 'pred_ans': '27', 'GT': '2304'}
{'idx': 98, 'pred_ans': '45', 'GT': '5'}
{'idx': 1225, 'pred_ans': '4', 'GT': '3'}
{'idx': 722, 'pred_ans': '525', 'GT': '255'}
{'idx': 381, 'pred_ans': '112', 'GT': '67'}
{'idx': 1166, 'pred_ans': '30', 'GT': '2350'}
{'idx': 255, 'pred_ans': '8', 'GT': '192'}
{'idx': 14, 'pred_ans': '25', 'GT': '60'}
{'idx': 1119, 'pred_ans': '24', 'GT': '18'}
{'idx': 578, 'pred_ans': '-30', 'GT': '48'}
{'idx': 1303, 'pred_ans': '13', 'GT': '4'}
{'idx': 580, 'pred_ans': '468', 'GT': '500'}
{'idx': 936, 'pred_ans': '40000', 'GT': '250'}
{'idx': 1216, 'pred_ans': '70', 'GT': '20'}
{'idx': 1161, 'pred_ans': '260', 'GT': '170'}
{'idx': 617, 'pred_ans': '11', 'GT': '5'}
{'idx': 833, 'pred_ans': '10', 'GT': '40'}
{'idx': 534, 'pred_ans': '18', 'GT': '300'}
{'idx': 427, 'pred_ans': '44', 'GT': '150'}
{'idx': 965, 'pred_ans': '336', 'GT': '374'}
{'idx': 1100, 'pred_ans': '0', 'GT': '5'}
{'idx': 1283, 'pred_ans': '3', 'GT': '60'}
{'idx': 1181, 'pred_ans': '2', 'GT': '20'}
{'idx': 528, 'pred_ans': '100', 'GT': '172'}
{'idx': 340, 'pred_ans': '2', 'GT': '4'}
{'idx': 733, 'pred_ans': '7', 'GT': '5'}
{'idx': 198, 'pred_ans': '61', 'GT': '320'}
{'idx': 446, 'pred_ans': '10', 'GT': '2'}
{'idx': 15, 'pred_ans': '-2875', 'GT': '125'}
{'idx': 1292, 'pred_ans': '73', 'GT': '67'}
{'idx': 330, 'pred_ans': '6', 'GT': '31'}
{'idx': 1264, 'pred_ans': '5', 'GT': '210'}
{'idx': 783, 'pred_ans': '45', 'GT': '4'}
{'idx': 1024, 'pred_ans': '70', 'GT': '300'}
{'idx': 684, 'pred_ans': '1', 'GT': '11'}
{'idx': 1175, 'pred_ans': '6', 'GT': '16'}
{'idx': 147, 'pred_ans': '30', 'GT': '75'}
{'idx': 1120, 'pred_ans': '3360', 'GT': '560'}
{'idx': 196, 'pred_ans': '0', 'GT': '120'}
{'idx': 769, 'pred_ans': '3', 'GT': '110'}
{'idx': 1260, 'pred_ans': '30', 'GT': '5'}
{'idx': 439, 'pred_ans': '12', 'GT': '17'}
{'idx': 2, 'pred_ans': '110000', 'GT': '70000'}
{'idx': 801, 'pred_ans': '1360', 'GT': '1240'}
{'idx': 500, 'pred_ans': '9', 'GT': '16'}
{'idx': 988, 'pred_ans': '12', 'GT': '6'}
{'idx': 875, 'pred_ans': '39', 'GT': '60'}
{'idx': 56, 'pred_ans': '48', 'GT': '3'}
{'idx': 653, 'pred_ans': '120', 'GT': '80'}
{'idx': 530, 'pred_ans': '40', 'GT': '36'}
{'idx': 132, 'pred_ans': '70', 'GT': '60'}
{'idx': 366, 'pred_ans': '1', 'GT': '9'}
{'idx': 1153, 'pred_ans': '4', 'GT': '20'}
{'idx': 108, 'pred_ans': '40', 'GT': '50'}
{'idx': 199, 'pred_ans': '10', 'GT': '7500'}
{'idx': 296, 'pred_ans': '42', 'GT': '3'}
{'idx': 236, 'pred_ans': '20', 'GT': '31'}
{'idx': 419, 'pred_ans': '1000', 'GT': '3000'}
{'idx': 193, 'pred_ans': '6', 'GT': '24'}
{'idx': 1213, 'pred_ans': '312', 'GT': '31'}
{'idx': 786, 'pred_ans': '61', 'GT': '142'}
{'idx': 119, 'pred_ans': '70', 'GT': '95200'}
{'idx': 88, 'pred_ans': '10000', 'GT': '8000'}
{'idx': 1251, 'pred_ans': '3', 'GT': '30'}
{'idx': 484, 'pred_ans': '24', 'GT': '240'}
{'idx': 1145, 'pred_ans': '70', 'GT': '291'}
{'idx': 339, 'pred_ans': '22', 'GT': '160'}
{'idx': 1222, 'pred_ans': '12780', 'GT': '350'}
{'idx': 226, 'pred_ans': '44', 'GT': '33'}
{'idx': 313, 'pred_ans': '120046', 'GT': '120000'}
{'idx': 525, 'pred_ans': '36', 'GT': '12'}
{'idx': 1185, 'pred_ans': '1', 'GT': '6'}
{'idx': 417, 'pred_ans': '1640', 'GT': '3140'}
{'idx': 589, 'pred_ans': '5', 'GT': '15'}
{'idx': 1019, 'pred_ans': '46', 'GT': '98'}
{'idx': 349, 'pred_ans': '6960', 'GT': '2640'}
{'idx': 831, 'pred_ans': '539', 'GT': '324'}
{'idx': 765, 'pred_ans': '290', 'GT': '490'}
{'idx': 1030, 'pred_ans': '7', 'GT': '24'}
{'idx': 28, 'pred_ans': '55', 'GT': '25'}
{'idx': 23, 'pred_ans': '4', 'GT': '8'}
{'idx': 51, 'pred_ans': '40', 'GT': '5'}
{'idx': 950, 'pred_ans': '15', 'GT': '5'}
{'idx': 164, 'pred_ans': '0', 'GT': '15'}
{'idx': 1263, 'pred_ans': '550', 'GT': '500'}
{'idx': 54, 'pred_ans': '20', 'GT': '40'}
{'idx': 871, 'pred_ans': '12', 'GT': '48'}
{'idx': 1158, 'pred_ans': '4185', 'GT': '7300'}
{'idx': 715, 'pred_ans': '70', 'GT': '385000'}
{'idx': 807, 'pred_ans': '1', 'GT': '4'}
{'idx': 1282, 'pred_ans': '180', 'GT': '12'}
{'idx': 520, 'pred_ans': '57', 'GT': '63'}
{'idx': 1188, 'pred_ans': '14', 'GT': '24'}
{'idx': 1285, 'pred_ans': '1208', 'GT': '1218'}
{'idx': 760, 'pred_ans': '12', 'GT': '16'}
{'idx': 910, 'pred_ans': '500', 'GT': '700'}
{'idx': 691, 'pred_ans': '10', 'GT': '25'}
{'idx': 442, 'pred_ans': '-25', 'GT': '49'}
{'idx': 412, 'pred_ans': '12', 'GT': '5'}
{'idx': 686, 'pred_ans': '8', 'GT': '80'}
{'idx': 916, 'pred_ans': '12', 'GT': '14'}
{'idx': 984, 'pred_ans': '17', 'GT': '342'}
{'idx': 982, 'pred_ans': '100', 'GT': '12'}
{'idx': 1232, 'pred_ans': '5', 'GT': '15'}
{'idx': 401, 'pred_ans': '15600', 'GT': '14400'}
{'idx': 237, 'pred_ans': '40', 'GT': '90'}
{'idx': 957, 'pred_ans': '15', 'GT': '45'}
{'idx': 1169, 'pred_ans': '5', 'GT': '2'}
{'idx': 304, 'pred_ans': '2300', 'GT': '3200'}
{'idx': 50, 'pred_ans': '296', 'GT': '294'}
{'idx': 622, 'pred_ans': '20', 'GT': '7'}
{'idx': 479, 'pred_ans': '23400', 'GT': '15400'}
{'idx': 770, 'pred_ans': '3', 'GT': '4'}
{'idx': 535, 'pred_ans': '0', 'GT': '16'}
{'idx': 1318, 'pred_ans': '8', 'GT': '14'}
{'idx': 1242, 'pred_ans': '30', 'GT': '20'}
{'idx': 242, 'pred_ans': '9', 'GT': '3'}
{'idx': 953, 'pred_ans': '46', 'GT': '452'}
{'idx': 540, 'pred_ans': '9', 'GT': '39'}
{'idx': 282, 'pred_ans': '75', 'GT': '195'}
{'idx': 1017, 'pred_ans': '5', 'GT': '45'}
{'idx': 1147, 'pred_ans': '0', 'GT': '22'}
{'idx': 711, 'pred_ans': '2', 'GT': '6'}
{'idx': 453, 'pred_ans': '70', 'GT': '6400'}
{'idx': 68, 'pred_ans': '0', 'GT': '36'}
{'idx': 100, 'pred_ans': '61', 'GT': '175'}
{'idx': 46, 'pred_ans': '277', 'GT': '163'}
{'idx': 1069, 'pred_ans': '100', 'GT': '300'}
{'idx': 496, 'pred_ans': '50', 'GT': '38'}
{'idx': 155, 'pred_ans': '210', 'GT': '280'}
{'idx': 926, 'pred_ans': '-9', 'GT': '1'}
{'idx': 847, 'pred_ans': '844', 'GT': '975'}
{'idx': 357, 'pred_ans': '40', 'GT': '2'}
{'idx': 901, 'pred_ans': '3', 'GT': '1'}
{'idx': 75, 'pred_ans': '8', 'GT': '60'}
{'idx': 853, 'pred_ans': '1', 'GT': '15'}
{'idx': 712, 'pred_ans': '58', 'GT': '14'}
{'idx': 416, 'pred_ans': '61', 'GT': '56'}
{'idx': 687, 'pred_ans': '17', 'GT': '13'}
{'idx': 900, 'pred_ans': '18', 'GT': '15'}
{'idx': 845, 'pred_ans': '20', 'GT': '12'}
{'idx': 721, 'pred_ans': '200', 'GT': '2450'}
{'idx': 598, 'pred_ans': '13', 'GT': '69'}
{'idx': 1163, 'pred_ans': '2', 'GT': '12'}
{'idx': 779, 'pred_ans': '309', 'GT': '255'}
{'idx': 398, 'pred_ans': '70', 'GT': '168'}
{'idx': 538, 'pred_ans': '72', 'GT': '18'}
{'idx': 368, 'pred_ans': '5', 'GT': '18'}
{'idx': 860, 'pred_ans': '6', 'GT': '3'}
{'idx': 174, 'pred_ans': '2', 'GT': '95'}
{'idx': 636, 'pred_ans': '1400', 'GT': '1050'}
{'idx': 1209, 'pred_ans': '61', 'GT': '29'}
{'idx': 881, 'pred_ans': '3', 'GT': '16'}
{'idx': 1279, 'pred_ans': '70', 'GT': '180'}
{'idx': 951, 'pred_ans': '33', 'GT': '300'}
{'idx': 612, 'pred_ans': '86', 'GT': '30'}
{'idx': 1058, 'pred_ans': '61', 'GT': '250'}
{'idx': 570, 'pred_ans': '61', 'GT': '23'}
{'idx': 1248, 'pred_ans': '9000', 'GT': '750'}
{'idx': 714, 'pred_ans': '55', 'GT': '10'}
{'idx': 749, 'pred_ans': '6', 'GT': '3'}
{'idx': 115, 'pred_ans': '0', 'GT': '90'}
{'idx': 504, 'pred_ans': '1', 'GT': '2'}
{'idx': 585, 'pred_ans': '90', 'GT': '40'}
{'idx': 1190, 'pred_ans': '231', 'GT': '19'}
{'idx': 976, 'pred_ans': '9', 'GT': '540'}
{'idx': 552, 'pred_ans': '2500', 'GT': '450'}
{'idx': 876, 'pred_ans': '70', 'GT': '41'}
{'idx': 358, 'pred_ans': '26', 'GT': '20'}
{'idx': 979, 'pred_ans': '12', 'GT': '50'}
{'idx': 0, 'pred_ans': '2', 'GT': '18'}
{'idx': 331, 'pred_ans': '9', 'GT': '8400'}
{'idx': 690, 'pred_ans': '1200', 'GT': '5760'}
{'idx': 668, 'pred_ans': '2', 'GT': '3'}
{'idx': 515, 'pred_ans': '0', 'GT': '160'}
{'idx': 447, 'pred_ans': '15', 'GT': '5'}
{'idx': 674, 'pred_ans': '600', 'GT': '12'}
{'idx': 586, 'pred_ans': '500', 'GT': '800'}
{'idx': 382, 'pred_ans': '230', 'GT': '350'}
{'idx': 797, 'pred_ans': '6', 'GT': '540'}
{'idx': 904, 'pred_ans': '24', 'GT': '8'}
{'idx': 139, 'pred_ans': '92', 'GT': '70'}
{'idx': 303, 'pred_ans': '2700', 'GT': '1300'}
{'idx': 1047, 'pred_ans': '7', 'GT': '10'}
{'idx': 13, 'pred_ans': '11', 'GT': '18'}
{'idx': 1003, 'pred_ans': '15', 'GT': '480'}
{'idx': 290, 'pred_ans': '6', 'GT': '390'}
{'idx': 1297, 'pred_ans': '456', 'GT': '60'}
{'idx': 392, 'pred_ans': '60', 'GT': '34'}
{'idx': 750, 'pred_ans': '320', 'GT': '4000'}
{'idx': 1221, 'pred_ans': '0', 'GT': '10'}
{'idx': 124, 'pred_ans': '90', 'GT': '10'}
{'idx': 172, 'pred_ans': '33', 'GT': '51'}
{'idx': 861, 'pred_ans': '9', 'GT': '30'}
{'idx': 905, 'pred_ans': '33', 'GT': '5'}
{'idx': 318, 'pred_ans': '70', 'GT': '123'}
{'idx': 205, 'pred_ans': '93', 'GT': '98'}
{'idx': 151, 'pred_ans': '2', 'GT': '5'}
{'idx': 291, 'pred_ans': '0', 'GT': '2'}
{'idx': 894, 'pred_ans': '3', 'GT': '26'}
{'idx': 266, 'pred_ans': '20', 'GT': '118000'}
{'idx': 752, 'pred_ans': '300', 'GT': '240'}
{'idx': 642, 'pred_ans': '4', 'GT': '10800'}
{'idx': 31, 'pred_ans': '100', 'GT': '80'}
{'idx': 21, 'pred_ans': '2', 'GT': '14'}
{'idx': 1312, 'pred_ans': '70', 'GT': '180'}
{'idx': 572, 'pred_ans': '1920', 'GT': '100'}
{'idx': 1004, 'pred_ans': '18', 'GT': '8'}
{'idx': 1249, 'pred_ans': '8', 'GT': '56'}
{'idx': 1038, 'pred_ans': '25', 'GT': '4'}
{'idx': 971, 'pred_ans': '30', 'GT': '100'}
{'idx': 122, 'pred_ans': '54', 'GT': '48'}
{'idx': 637, 'pred_ans': '41', 'GT': '17'}
{'idx': 732, 'pred_ans': '64', 'GT': '87'}
{'idx': 406, 'pred_ans': '160', 'GT': '200'}
{'idx': 851, 'pred_ans': '220', 'GT': '110'}
{'idx': 246, 'pred_ans': '4', 'GT': '27000'}
{'idx': 948, 'pred_ans': '12', 'GT': '15'}
{'idx': 675, 'pred_ans': '78', 'GT': '33'}
{'idx': 1235, 'pred_ans': '25', 'GT': '60'}
{'idx': 1168, 'pred_ans': '11', 'GT': '20'}
{'idx': 85, 'pred_ans': '544', 'GT': '44'}
{'idx': 273, 'pred_ans': '360', 'GT': '315'}
