{'idx': 150, 'pred_ans': '11', 'GT': '4'}
{'idx': 1218, 'pred_ans': '30', 'GT': '225'}
{'idx': 969, 'pred_ans': '1500', 'GT': '1800'}
{'idx': 84, 'pred_ans': '30', 'GT': '15'}
{'idx': 763, 'pred_ans': '250', 'GT': '100'}
{'idx': 878, 'pred_ans': '4', 'GT': '5'}
{'idx': 782, 'pred_ans': '27', 'GT': '54'}
{'idx': 997, 'pred_ans': '6200', 'GT': '6600'}
{'idx': 1207, 'pred_ans': '207', 'GT': '64'}
{'idx': 963, 'pred_ans': '57', 'GT': '147'}
{'idx': 350, 'pred_ans': '7', 'GT': '8'}
{'idx': 802, 'pred_ans': '67', 'GT': '6'}
{'idx': 292, 'pred_ans': '105', 'GT': '75'}
{'idx': 307, 'pred_ans': '4', 'GT': '16'}
{'idx': 353, 'pred_ans': '16', 'GT': '20'}
{'idx': 857, 'pred_ans': '24000', 'GT': '14000'}
{'idx': 371, 'pred_ans': '106', 'GT': '50'}
{'idx': 591, 'pred_ans': '1932', 'GT': '220'}
{'idx': 293, 'pred_ans': '126', 'GT': '83'}
{'idx': 148, 'pred_ans': '14', 'GT': '30'}
{'idx': 892, 'pred_ans': '2', 'GT': '1'}
{'idx': 820, 'pred_ans': '12', 'GT': '720'}
{'idx': 996, 'pred_ans': '5', 'GT': '3'}
{'idx': 955, 'pred_ans': '450', 'GT': '100'}
{'idx': 394, 'pred_ans': '792', 'GT': '92'}
{'idx': 1012, 'pred_ans': '100', 'GT': '94'}
{'idx': 123, 'pred_ans': '65', 'GT': '50'}
{'idx': 1281, 'pred_ans': '187', 'GT': '20'}
{'idx': 423, 'pred_ans': '6', 'GT': '8'}
{'idx': 1031, 'pred_ans': '783', 'GT': '5'}
{'idx': 1064, 'pred_ans': '233', 'GT': '247'}
{'idx': 630, 'pred_ans': '30', 'GT': '10'}
{'idx': 404, 'pred_ans': '35', 'GT': '22'}
{'idx': 640, 'pred_ans': '39000', 'GT': '43500'}
{'idx': 1035, 'pred_ans': '60', 'GT': '35'}
{'idx': 800, 'pred_ans': '900', 'GT': '428'}
{'idx': 383, 'pred_ans': '4', 'GT': '2'}
{'idx': 5, 'pred_ans': '104', 'GT': '64'}
{'idx': 493, 'pred_ans': '1600', 'GT': '25'}
{'idx': 463, 'pred_ans': '3', 'GT': '18'}
{'idx': 1275, 'pred_ans': '14', 'GT': '16'}
{'idx': 415, 'pred_ans': '63', 'GT': '350'}
{'idx': 55, 'pred_ans': '15', 'GT': '14'}
{'idx': 533, 'pred_ans': '1600', 'GT': '300'}
{'idx': 361, 'pred_ans': '3', 'GT': '20'}
{'idx': 966, 'pred_ans': '6', 'GT': '48'}
{'idx': 790, 'pred_ans': '12', 'GT': '108'}
{'idx': 574, 'pred_ans': '700', 'GT': '37'}
{'idx': 870, 'pred_ans': '70', 'GT': '40'}
{'idx': 1293, 'pred_ans': '20000', 'GT': '140000'}
{'idx': 1231, 'pred_ans': '73', 'GT': '70'}
{'idx': 571, 'pred_ans': '250', 'GT': '308'}
{'idx': 619, 'pred_ans': '24', 'GT': '76'}
{'idx': 720, 'pred_ans': '12', 'GT': '4'}
{'idx': 1029, 'pred_ans': '13', 'GT': '34'}
{'idx': 207, 'pred_ans': '130', 'GT': '2600'}
{'idx': 1086, 'pred_ans': '8', 'GT': '131250'}
{'idx': 308, 'pred_ans': '37', 'GT': '6'}
{'idx': 1239, 'pred_ans': '250', 'GT': '50'}
{'idx': 47, 'pred_ans': '485', 'GT': '800'}
{'idx': 830, 'pred_ans': '1056', 'GT': '1128'}
{'idx': 639, 'pred_ans': '4', 'GT': '216'}
{'idx': 893, 'pred_ans': '80', 'GT': '480'}
{'idx': 450, 'pred_ans': '2', 'GT': '4'}
{'idx': 1026, 'pred_ans': '57600', 'GT': '43200'}
{'idx': 413, 'pred_ans': '0', 'GT': '25'}
{'idx': 818, 'pred_ans': '32', 'GT': '16'}
{'idx': 359, 'pred_ans': '3', 'GT': '4'}
{'idx': 757, 'pred_ans': '77', 'GT': '75'}
{'idx': 1215, 'pred_ans': '-360', 'GT': '36'}
{'idx': 1097, 'pred_ans': '60', 'GT': '480'}
{'idx': 725, 'pred_ans': '3', 'GT': '25'}
{'idx': 1006, 'pred_ans': '6285', 'GT': '826'}
{'idx': 146, 'pred_ans': '2005', 'GT': '2125'}
{'idx': 1133, 'pred_ans': '60', 'GT': '50'}
{'idx': 298, 'pred_ans': '1450', 'GT': '500'}
{'idx': 547, 'pred_ans': '243', 'GT': '81'}
{'idx': 810, 'pred_ans': '22', 'GT': '310'}
{'idx': 218, 'pred_ans': '33', 'GT': '45'}
{'idx': 510, 'pred_ans': '19', 'GT': '525'}
{'idx': 855, 'pred_ans': '2', 'GT': '13'}
{'idx': 487, 'pred_ans': '50', 'GT': '4'}
{'idx': 186, 'pred_ans': '11', 'GT': '5'}
{'idx': 531, 'pred_ans': '5', 'GT': '66'}
{'idx': 1277, 'pred_ans': '28', 'GT': '48'}
{'idx': 1265, 'pred_ans': '4', 'GT': '36'}
{'idx': 835, 'pred_ans': '54', 'GT': '48'}
{'idx': 692, 'pred_ans': '1', 'GT': '32'}
{'idx': 343, 'pred_ans': '27000000', 'GT': '180000'}
{'idx': 288, 'pred_ans': '5', 'GT': '3'}
{'idx': 946, 'pred_ans': '10', 'GT': '450'}
{'idx': 719, 'pred_ans': '493', 'GT': '175'}
{'idx': 724, 'pred_ans': '5', 'GT': '18'}
{'idx': 880, 'pred_ans': '80', 'GT': '10'}
{'idx': 338, 'pred_ans': '50', 'GT': '60'}
{'idx': 1075, 'pred_ans': '2', 'GT': '16'}
{'idx': 633, 'pred_ans': '81', 'GT': '5'}
{'idx': 459, 'pred_ans': '3', 'GT': '2'}
{'idx': 390, 'pred_ans': '288', 'GT': '12'}
{'idx': 1048, 'pred_ans': '7000', 'GT': '7400'}
{'idx': 1059, 'pred_ans': '12', 'GT': '2'}
{'idx': 682, 'pred_ans': '50', 'GT': '80'}
{'idx': 628, 'pred_ans': '19', 'GT': '4'}
{'idx': 741, 'pred_ans': '16', 'GT': '28'}
{'idx': 514, 'pred_ans': '360000', 'GT': '90000'}
{'idx': 1273, 'pred_ans': '31', 'GT': '27'}
{'idx': 260, 'pred_ans': '132', 'GT': '11'}
{'idx': 1262, 'pred_ans': '10', 'GT': '12'}
{'idx': 1095, 'pred_ans': '90', 'GT': '270'}
{'idx': 649, 'pred_ans': '160000', 'GT': '162000'}
{'idx': 1187, 'pred_ans': '9', 'GT': '5'}
{'idx': 474, 'pred_ans': '60', 'GT': '80'}
{'idx': 498, 'pred_ans': '23', 'GT': '40'}
{'idx': 1287, 'pred_ans': '66', 'GT': '84'}
{'idx': 1208, 'pred_ans': '186', 'GT': '27'}
{'idx': 789, 'pred_ans': '12', 'GT': '4'}
{'idx': 1096, 'pred_ans': '2', 'GT': '240'}
{'idx': 629, 'pred_ans': '192500', 'GT': '17500'}
{'idx': 433, 'pred_ans': '30', 'GT': '6'}
{'idx': 838, 'pred_ans': '2', 'GT': '15'}
{'idx': 43, 'pred_ans': '300', 'GT': '48'}
{'idx': 829, 'pred_ans': '24000', 'GT': '14000'}
{'idx': 138, 'pred_ans': '5', 'GT': '105'}
{'idx': 12, 'pred_ans': '31', 'GT': '13'}
{'idx': 623, 'pred_ans': '32', 'GT': '8'}
{'idx': 483, 'pred_ans': '240', 'GT': '40'}
{'idx': 16, 'pred_ans': '300', 'GT': '230'}
{'idx': 975, 'pred_ans': '10', 'GT': '20'}
{'idx': 549, 'pred_ans': '320', 'GT': '398'}
{'idx': 189, 'pred_ans': '12', 'GT': '34'}
{'idx': 672, 'pred_ans': '6', 'GT': '2'}
{'idx': 402, 'pred_ans': '1', 'GT': '4'}
{'idx': 372, 'pred_ans': '364', 'GT': '5'}
{'idx': 376, 'pred_ans': '10', 'GT': '15'}
{'idx': 104, 'pred_ans': '333', 'GT': '500'}
{'idx': 396, 'pred_ans': '15', 'GT': '3'}
{'idx': 1088, 'pred_ans': '0', 'GT': '30'}
{'idx': 1140, 'pred_ans': '21', 'GT': '27'}
{'idx': 1085, 'pred_ans': '13', 'GT': '26'}
{'idx': 1174, 'pred_ans': '5', 'GT': '240'}
{'idx': 1089, 'pred_ans': '27', 'GT': '32'}
{'idx': 662, 'pred_ans': '8', 'GT': '7'}
{'idx': 1170, 'pred_ans': '12', 'GT': '2'}
{'idx': 1077, 'pred_ans': '0', 'GT': '145'}
{'idx': 1073, 'pred_ans': '6', 'GT': '21'}
{'idx': 618, 'pred_ans': '54', 'GT': '36'}
{'idx': 792, 'pred_ans': '8', 'GT': '75'}
{'idx': 1110, 'pred_ans': '310', 'GT': '60'}
{'idx': 286, 'pred_ans': '1', 'GT': '90'}
{'idx': 590, 'pred_ans': '128', 'GT': '319'}
{'idx': 219, 'pred_ans': '258', 'GT': '54'}
{'idx': 179, 'pred_ans': '210', 'GT': '130'}
{'idx': 1236, 'pred_ans': '2', 'GT': '84'}
{'idx': 1009, 'pred_ans': '375', 'GT': '1875'}
{'idx': 998, 'pred_ans': '3', 'GT': '50'}
{'idx': 989, 'pred_ans': '30', 'GT': '45'}
{'idx': 1137, 'pred_ans': '7', 'GT': '68'}
{'idx': 1071, 'pred_ans': '4', 'GT': '251'}
{'idx': 137, 'pred_ans': '8', 'GT': '29'}
{'idx': 1151, 'pred_ans': '51', 'GT': '50'}
{'idx': 568, 'pred_ans': '130', 'GT': '175'}
{'idx': 1192, 'pred_ans': '310', 'GT': '280'}
{'idx': 229, 'pred_ans': '24', 'GT': '21'}
{'idx': 1055, 'pred_ans': '230', 'GT': '2304'}
{'idx': 98, 'pred_ans': '15', 'GT': '5'}
{'idx': 722, 'pred_ans': '645', 'GT': '255'}
{'idx': 1166, 'pred_ans': '185750', 'GT': '2350'}
{'idx': 255, 'pred_ans': '8', 'GT': '192'}
{'idx': 14, 'pred_ans': '300', 'GT': '60'}
{'idx': 1119, 'pred_ans': '4', 'GT': '18'}
{'idx': 578, 'pred_ans': '108', 'GT': '48'}
{'idx': 1303, 'pred_ans': '3', 'GT': '4'}
{'idx': 580, 'pred_ans': '572', 'GT': '500'}
{'idx': 936, 'pred_ans': '-19200', 'GT': '250'}
{'idx': 1216, 'pred_ans': '210', 'GT': '20'}
{'idx': 1161, 'pred_ans': '2660', 'GT': '170'}
{'idx': 833, 'pred_ans': '11', 'GT': '40'}
{'idx': 534, 'pred_ans': '84', 'GT': '300'}
{'idx': 909, 'pred_ans': '40', 'GT': '38'}
{'idx': 427, 'pred_ans': '66', 'GT': '150'}
{'idx': 965, 'pred_ans': '466', 'GT': '374'}
{'idx': 1100, 'pred_ans': '13520', 'GT': '5'}
{'idx': 1283, 'pred_ans': '80', 'GT': '60'}
{'idx': 1181, 'pred_ans': '25', 'GT': '20'}
{'idx': 130, 'pred_ans': '10', 'GT': '30'}
{'idx': 528, 'pred_ans': '136', 'GT': '172'}
{'idx': 289, 'pred_ans': '8', 'GT': '16'}
{'idx': 1229, 'pred_ans': '24', 'GT': '36'}
{'idx': 340, 'pred_ans': '1', 'GT': '4'}
{'idx': 733, 'pred_ans': '7', 'GT': '5'}
{'idx': 198, 'pred_ans': '40', 'GT': '320'}
{'idx': 15, 'pred_ans': '160', 'GT': '125'}
{'idx': 595, 'pred_ans': '3', 'GT': '13'}
{'idx': 1292, 'pred_ans': '6', 'GT': '67'}
{'idx': 330, 'pred_ans': '68', 'GT': '31'}
{'idx': 1264, 'pred_ans': '45', 'GT': '210'}
{'idx': 783, 'pred_ans': '2', 'GT': '4'}
{'idx': 684, 'pred_ans': '19', 'GT': '11'}
{'idx': 1175, 'pred_ans': '5', 'GT': '16'}
{'idx': 147, 'pred_ans': '270', 'GT': '75'}
{'idx': 1120, 'pred_ans': '280', 'GT': '560'}
{'idx': 769, 'pred_ans': '40', 'GT': '110'}
{'idx': 439, 'pred_ans': '5', 'GT': '17'}
{'idx': 2, 'pred_ans': '0', 'GT': '70000'}
{'idx': 801, 'pred_ans': '2240', 'GT': '1240'}
{'idx': 653, 'pred_ans': '120', 'GT': '80'}
{'idx': 530, 'pred_ans': '8', 'GT': '36'}
{'idx': 132, 'pred_ans': '48', 'GT': '60'}
{'idx': 1153, 'pred_ans': '5', 'GT': '20'}
{'idx': 108, 'pred_ans': '58', 'GT': '50'}
{'idx': 199, 'pred_ans': '2000', 'GT': '7500'}
{'idx': 296, 'pred_ans': '42', 'GT': '3'}
{'idx': 236, 'pred_ans': '23', 'GT': '31'}
{'idx': 419, 'pred_ans': '7000', 'GT': '3000'}
{'idx': 1125, 'pred_ans': '10', 'GT': '90'}
{'idx': 86, 'pred_ans': '34', 'GT': '22'}
{'idx': 193, 'pred_ans': '6', 'GT': '24'}
{'idx': 119, 'pred_ans': '86714', 'GT': '95200'}
{'idx': 1272, 'pred_ans': '136', 'GT': '296'}
{'idx': 88, 'pred_ans': '8800', 'GT': '8000'}
{'idx': 1251, 'pred_ans': '8', 'GT': '30'}
{'idx': 1238, 'pred_ans': '988', 'GT': '520'}
{'idx': 140, 'pred_ans': '80', 'GT': '20'}
{'idx': 1145, 'pred_ans': '12', 'GT': '291'}
{'idx': 339, 'pred_ans': '180', 'GT': '160'}
{'idx': 1222, 'pred_ans': '29', 'GT': '350'}
{'idx': 226, 'pred_ans': '69', 'GT': '33'}
{'idx': 313, 'pred_ans': '234000000', 'GT': '120000'}
{'idx': 525, 'pred_ans': '1', 'GT': '12'}
{'idx': 1185, 'pred_ans': '4', 'GT': '6'}
{'idx': 417, 'pred_ans': '30', 'GT': '3140'}
{'idx': 589, 'pred_ans': '1', 'GT': '15'}
{'idx': 360, 'pred_ans': '5', 'GT': '25'}
{'idx': 1019, 'pred_ans': '118', 'GT': '98'}
{'idx': 349, 'pred_ans': '3360', 'GT': '2640'}
{'idx': 1150, 'pred_ans': '69', 'GT': '21'}
{'idx': 831, 'pred_ans': '3738', 'GT': '324'}
{'idx': 765, 'pred_ans': '290', 'GT': '490'}
{'idx': 1030, 'pred_ans': '20', 'GT': '24'}
{'idx': 23, 'pred_ans': '132', 'GT': '8'}
{'idx': 489, 'pred_ans': '-20', 'GT': '-10'}
{'idx': 51, 'pred_ans': '6', 'GT': '5'}
{'idx': 164, 'pred_ans': '3255', 'GT': '15'}
{'idx': 1263, 'pred_ans': '140', 'GT': '500'}
{'idx': 116, 'pred_ans': '78', 'GT': '42'}
{'idx': 1144, 'pred_ans': '7', 'GT': '34'}
{'idx': 1158, 'pred_ans': '6300', 'GT': '7300'}
{'idx': 807, 'pred_ans': '36', 'GT': '4'}
{'idx': 949, 'pred_ans': '18', 'GT': '42'}
{'idx': 520, 'pred_ans': '60', 'GT': '63'}
{'idx': 166, 'pred_ans': '45', 'GT': '5'}
{'idx': 1188, 'pred_ans': '0', 'GT': '24'}
{'idx': 1191, 'pred_ans': '0', 'GT': '100'}
{'idx': 1285, 'pred_ans': '1208', 'GT': '1218'}
{'idx': 760, 'pred_ans': '34', 'GT': '16'}
{'idx': 691, 'pred_ans': '10', 'GT': '25'}
{'idx': 442, 'pred_ans': '6', 'GT': '49'}
{'idx': 863, 'pred_ans': '170', 'GT': '110'}
{'idx': 412, 'pred_ans': '30', 'GT': '5'}
{'idx': 984, 'pred_ans': '17', 'GT': '342'}
{'idx': 227, 'pred_ans': '5', 'GT': '9'}
{'idx': 495, 'pred_ans': '11', 'GT': '200'}
{'idx': 1232, 'pred_ans': '5', 'GT': '15'}
{'idx': 401, 'pred_ans': '38400', 'GT': '14400'}
{'idx': 237, 'pred_ans': '110', 'GT': '90'}
{'idx': 1169, 'pred_ans': '3', 'GT': '2'}
{'idx': 304, 'pred_ans': '11200', 'GT': '3200'}
{'idx': 50, 'pred_ans': '3510', 'GT': '294'}
{'idx': 622, 'pred_ans': '2', 'GT': '7'}
{'idx': 479, 'pred_ans': '14500', 'GT': '15400'}
{'idx': 651, 'pred_ans': '1200', 'GT': '2100'}
{'idx': 1256, 'pred_ans': '25', 'GT': '15'}
{'idx': 242, 'pred_ans': '0', 'GT': '3'}
{'idx': 953, 'pred_ans': '71', 'GT': '452'}
{'idx': 540, 'pred_ans': '4', 'GT': '39'}
{'idx': 311, 'pred_ans': '63', 'GT': '91'}
{'idx': 282, 'pred_ans': '120', 'GT': '195'}
{'idx': 1147, 'pred_ans': '6', 'GT': '22'}
{'idx': 711, 'pred_ans': '4', 'GT': '6'}
{'idx': 453, 'pred_ans': '11200', 'GT': '6400'}
{'idx': 432, 'pred_ans': '385', 'GT': '30'}
{'idx': 100, 'pred_ans': '705', 'GT': '175'}
{'idx': 46, 'pred_ans': '277', 'GT': '163'}
{'idx': 478, 'pred_ans': '4200', 'GT': '621'}
{'idx': 1069, 'pred_ans': '9', 'GT': '300'}
{'idx': 496, 'pred_ans': '50', 'GT': '38'}
{'idx': 1246, 'pred_ans': '3', 'GT': '3360'}
{'idx': 155, 'pred_ans': '162', 'GT': '280'}
{'idx': 926, 'pred_ans': '3', 'GT': '1'}
{'idx': 847, 'pred_ans': '844', 'GT': '975'}
{'idx': 357, 'pred_ans': '20', 'GT': '2'}
{'idx': 901, 'pred_ans': '4', 'GT': '1'}
{'idx': 75, 'pred_ans': '8', 'GT': '60'}
{'idx': 1081, 'pred_ans': '210', 'GT': '195'}
{'idx': 416, 'pred_ans': '180', 'GT': '56'}
{'idx': 687, 'pred_ans': '500', 'GT': '13'}
{'idx': 900, 'pred_ans': '10', 'GT': '15'}
{'idx': 845, 'pred_ans': '13', 'GT': '12'}
{'idx': 721, 'pred_ans': '2400', 'GT': '2450'}
{'idx': 69, 'pred_ans': '140', 'GT': '60'}
{'idx': 598, 'pred_ans': '3', 'GT': '69'}
{'idx': 1163, 'pred_ans': '2', 'GT': '12'}
{'idx': 414, 'pred_ans': '24', 'GT': '56'}
{'idx': 779, 'pred_ans': '368', 'GT': '255'}
{'idx': 398, 'pred_ans': '178', 'GT': '168'}
{'idx': 538, 'pred_ans': '72', 'GT': '18'}
{'idx': 368, 'pred_ans': '10', 'GT': '18'}
{'idx': 174, 'pred_ans': '40', 'GT': '95'}
{'idx': 636, 'pred_ans': '750', 'GT': '1050'}
{'idx': 700, 'pred_ans': '255', 'GT': '135'}
{'idx': 1209, 'pred_ans': '15', 'GT': '29'}
{'idx': 881, 'pred_ans': '9', 'GT': '16'}
{'idx': 951, 'pred_ans': '18', 'GT': '300'}
{'idx': 899, 'pred_ans': '12', 'GT': '16'}
{'idx': 1058, 'pred_ans': '200', 'GT': '250'}
{'idx': 570, 'pred_ans': '17', 'GT': '23'}
{'idx': 1248, 'pred_ans': '15', 'GT': '750'}
{'idx': 115, 'pred_ans': '3', 'GT': '90'}
{'idx': 1190, 'pred_ans': '200', 'GT': '19'}
{'idx': 976, 'pred_ans': '3', 'GT': '540'}
{'idx': 552, 'pred_ans': '550', 'GT': '450'}
{'idx': 876, 'pred_ans': '55', 'GT': '41'}
{'idx': 358, 'pred_ans': '5', 'GT': '20'}
{'idx': 979, 'pred_ans': '58', 'GT': '50'}
{'idx': 1060, 'pred_ans': '23', 'GT': '31'}
{'idx': 331, 'pred_ans': '20200', 'GT': '8400'}
{'idx': 690, 'pred_ans': '202', 'GT': '5760'}
{'idx': 515, 'pred_ans': '96', 'GT': '160'}
{'idx': 447, 'pred_ans': '225', 'GT': '5'}
{'idx': 674, 'pred_ans': '20', 'GT': '12'}
{'idx': 382, 'pred_ans': '390', 'GT': '350'}
{'idx': 797, 'pred_ans': '30', 'GT': '540'}
{'idx': 904, 'pred_ans': '24', 'GT': '8'}
{'idx': 139, 'pred_ans': '8', 'GT': '70'}
{'idx': 303, 'pred_ans': '5600', 'GT': '1300'}
{'idx': 1047, 'pred_ans': '5', 'GT': '10'}
{'idx': 13, 'pred_ans': '6', 'GT': '18'}
{'idx': 1003, 'pred_ans': '12720', 'GT': '480'}
{'idx': 290, 'pred_ans': '4', 'GT': '390'}
{'idx': 1297, 'pred_ans': '270', 'GT': '60'}
{'idx': 392, 'pred_ans': '5', 'GT': '34'}
{'idx': 750, 'pred_ans': '64', 'GT': '4000'}
{'idx': 1221, 'pred_ans': '30', 'GT': '10'}
{'idx': 124, 'pred_ans': '6', 'GT': '10'}
{'idx': 866, 'pred_ans': '49', 'GT': '28'}
{'idx': 172, 'pred_ans': '49', 'GT': '51'}
{'idx': 861, 'pred_ans': '12', 'GT': '30'}
{'idx': 905, 'pred_ans': '-1', 'GT': '5'}
{'idx': 279, 'pred_ans': '36', 'GT': '6'}
{'idx': 205, 'pred_ans': '267', 'GT': '98'}
{'idx': 151, 'pred_ans': '2', 'GT': '5'}
{'idx': 291, 'pred_ans': '4', 'GT': '2'}
{'idx': 894, 'pred_ans': '62', 'GT': '26'}
{'idx': 868, 'pred_ans': '150', 'GT': '15'}
{'idx': 266, 'pred_ans': '128000', 'GT': '118000'}
{'idx': 248, 'pred_ans': '1000', 'GT': '300'}
{'idx': 752, 'pred_ans': '100', 'GT': '240'}
{'idx': 642, 'pred_ans': '9000', 'GT': '10800'}
{'idx': 31, 'pred_ans': '77', 'GT': '80'}
{'idx': 21, 'pred_ans': '8', 'GT': '14'}
{'idx': 1312, 'pred_ans': '120', 'GT': '180'}
{'idx': 1302, 'pred_ans': '432', 'GT': '72'}
{'idx': 572, 'pred_ans': '95', 'GT': '100'}
{'idx': 1004, 'pred_ans': '42', 'GT': '8'}
{'idx': 1255, 'pred_ans': '6', 'GT': '12'}
{'idx': 676, 'pred_ans': '0', 'GT': '240'}
{'idx': 1249, 'pred_ans': '48', 'GT': '56'}
{'idx': 418, 'pred_ans': '2', 'GT': '40'}
{'idx': 1038, 'pred_ans': '1', 'GT': '4'}
{'idx': 971, 'pred_ans': '300', 'GT': '100'}
{'idx': 122, 'pred_ans': '38', 'GT': '48'}
{'idx': 499, 'pred_ans': '8', 'GT': '10'}
{'idx': 637, 'pred_ans': '24', 'GT': '17'}
{'idx': 795, 'pred_ans': '50', 'GT': '20'}
{'idx': 406, 'pred_ans': '180', 'GT': '200'}
{'idx': 246, 'pred_ans': '57000', 'GT': '27000'}
{'idx': 455, 'pred_ans': '960', 'GT': '1920'}
{'idx': 948, 'pred_ans': '150', 'GT': '15'}
{'idx': 675, 'pred_ans': '21', 'GT': '33'}
{'idx': 1235, 'pred_ans': '8', 'GT': '60'}
{'idx': 1168, 'pred_ans': '92', 'GT': '20'}
{'idx': 85, 'pred_ans': '11', 'GT': '44'}
{'idx': 273, 'pred_ans': '450', 'GT': '315'}
{'idx': 261, 'pred_ans': '25', 'GT': '62'}
{'idx': 942, 'pred_ans': '179', 'GT': '205'}
{'idx': 41, 'pred_ans': '2200', 'GT': '200'}
{'idx': 922, 'pred_ans': '480', 'GT': '60'}
{'idx': 168, 'pred_ans': '16', 'GT': '18'}
{'idx': 527, 'pred_ans': '600', 'GT': '48'}
{'idx': 652, 'pred_ans': '90', 'GT': '75'}
{'idx': 403, 'pred_ans': '6480', 'GT': '81'}
